WKT;tipo;settore;descr;strada;desvia;civico_alf;merceologia;sup_vend;nome;codice;fumetto
"POINT (663057.475879634 5107148.86952461)";;NON ALIMENTARE;;"5090";VIA DELLA CANOVA;21/1;;0;PISETTA IMPORT EXPORT S.R.L.S.;"35910";
"POINT (663888.203738173 5105883.92946133)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;ALIMENTARE E NON ALIMENTARE;;"2495";VIA A. PRANZELORES;"44";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;45;MARGONI CRISTIAN;"33682";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA A. PRANZELORES, 44"
"POINT (663888.203738173 5105883.92946133)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;INTEGRATORI ALIMENTARI;"2495";VIA A. PRANZELORES;"44";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;45;MARGONI CRISTIAN;"33682";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA A. PRANZELORES, 44"
"POINT (663888.203738173 5105883.92946133)";;NON ALIMENTARE;;"2495";VIA A. PRANZELORES;"44";;0;EURO-COMPETENZ S.R.L.;"31477";
"POINT (663974.384608776 5105423.05629802)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"190";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;256;KIWI SPORTS HOUSE SRL;"25646";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA DEL BRENNERO, 190"
"POINT (663878.403290098 5105668.37585786)";CALZATURE E ARTICOLI IN CUOIO;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI;"3840";PASSAGGIO L. CARBONARI;"1";CALZATURE E ARTICOLI IN CUOIO;1744;SCARPE & SCARPE S.P.A.;"32222";"CALZATURE E ARTICOLI IN CUOIO - PASSAGGIO L. CARBONARI, 1"
"POINT (663907.144155522 5105567.56941102)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;BRICOLAGE;"400";VIA DEL BRENNERO;"230";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;218;OBI ITALIA SRL;"12561";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA DEL BRENNERO, 230"
"POINT (664695.387711577 5106700.67704619)";VARIE;NON ALIMENTARE;MASCHERINE E ATTREZZATURE DPI;"6050";VIA AI BOLLERI;12/2;VARIE;0;DC COMMUNICATION S.R.L.;"42887";"VARIE - VIA AI BOLLERI, 12/2"
"POINT (664134.738329408 5105678.16011656)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;ABBIGLIAMENTO E ACCESSORI;"3150";VIA DEI SOLTERI;61/3;ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;75;VEGLIO PAOLA;"46404";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEI SOLTERI, 61/3"
"POINT (664289.182609358 5104557.24936141)";ROSTICCERIA;ALIMENTARE;;"3050";LARGO N. SAURO;"12";ROSTICCERIA;65;LA PERLA D'ORIENTE S.N.C. DI LIU XINJIE & C.;"20252";"ROSTICCERIA - LARGO N. SAURO, 12"
"POINT (663800.7163741 5107294.26201)";GIORNALI-RIVISTE E PERIODICI;NON ALIMENTARE;;"5595";VIA DI MELTA;"55";GIORNALI-RIVISTE E PERIODICI;235;GIACOMOZZI MATTEO;"46509";"GIORNALI-RIVISTE E PERIODICI - VIA DI MELTA, 55"
"POINT (662925.293769048 5107947.576005)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE;;"5340";VIA SOPRASASSO;"13";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";58;FUORI ORARIO DI PIFFER RUDI & C. SNC;"23492";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA SOPRASASSO, 13"
"POINT (662922.520365647 5107884.49963308)";;ALIMENTARE E NON ALIMENTARE;;"5340";VIA SOPRASASSO;"19";;2969;SUPERMERCATI POLI SRL;"25045";
"POINT (661627.991780177 5108541.07541083)";;NON ALIMENTARE;;"5460";VIA INNSBRUCK;"13";;0;SOPURA ITALIA S.R.L.;"24010";
"POINT (663326.6531164 5106357.935555)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"3808";VIA LEOPOLDO PERGHER;"30";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);827;PRIX QUALITY S.P.A.;"25718";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA LEOPOLDO PERGHER, 30"
"POINT (663045.215371177 5107829.65838174)";;NON ALIMENTARE;;"5070";VIA BOLZANO;"59";;0;ASSA ABLOY ENTRANCE SYSTEM S.P.A.;"28460";
"POINT (663045.215371177 5107829.65838174)";MOBILI;NON ALIMENTARE;DIVANI;"5070";VIA BOLZANO;"59";MOBILI;296;SOFT CASA S.R.L.;"23878";"MOBILI - VIA BOLZANO, 59"
"POINT (662869.71278578 5108534.82894278)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5070";VIA BOLZANO;"61";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;1886;MARGONI AUTO S.P.A.;"17338";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BOLZANO, 61"
"POINT (663006.6919189 5110511.032689)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;"MOTOCICLI, PARTI E ACCESSORI PER MOTOCICLI";"5102";VIA ALTO ADIGE;"174";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;53;TOMASI GIUSEPPE;"47479";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA ALTO ADIGE, 174"
"POINT (663006.6919189 5110511.032689)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;"BICI, BICI ELETTRICHE, MOTOCICLI, PRODOTTI SPORTIVI";"5102";VIA ALTO ADIGE;"174";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;75;B.A.C. METALLICA S.R.L.;"46319";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA ALTO ADIGE, 174"
"POINT (663006.6919189 5110511.032689)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;"BICI, BICI ELETTRICHE, MOTOCICLI";"5102";VIA ALTO ADIGE;"174";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;0;B.A.C. METALLICA S.R.L.;"46320";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA ALTO ADIGE, 174"
"POINT (664761.507359031 5106186.6857993)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"6370";VIA DON LEONE SERAFINI;"56";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;52;GUARINO ELIO;"18134";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DON LEONE SERAFINI, 56"
"POINT (663541.356988361 5105228.5901984)";MOBILI;NON ALIMENTARE;;"20";VIA A. ABONDI;"21";MOBILI;40;TODESCHI LUCIANO;"9459";"MOBILI - VIA A. ABONDI, 21"
"POINT (663081.256357711 5107167.04239003)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;;"5040";VIA BASSA;"2";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;79;TOMASI ATTILIO DI TOMASI PAOLO S.N.C.;"15110";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA BASSA, 2"
"POINT (665418.232290542 5104554.7099772)";;NON ALIMENTARE;;"6360";VIA SAN VITO;"175";;0;BATTISTATA WALTER;"35345";
"POINT (661700.392311423 5109182.73147556)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5660";VIA DI SPINI;"6";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;600;CECCATO AUTOMOBILI S.P.A.;"47087";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DI SPINI, 6"
"POINT (663063.5009463 5107670.461598)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;PNEUMATICI;"5790";VIA NOCE;"11";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;190;AUTO 31 S.R.L.;"11679";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA NOCE, 11"
"POINT (663676.482717964 5105291.72929123)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;AUTOVEICOLI USATI;"1570";VIA E. MACCANI;"34";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;162;BEN BRAHIM SAOUSSEN;"42502";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA E. MACCANI, 34"
"POINT (663189.99925785 5108294.96940125)";ROSTICCERIA;ALIMENTARE;;"5500";PIAZZA DELLA LIBERTA';"11";ROSTICCERIA;21;ADO SNC DI SANDRI DORIS & C.;"25525";"ROSTICCERIA - PIAZZA DELLA LIBERTA', 11"
"POINT (663211.3575587 5108095.293925)";;NON ALIMENTARE;;"5645";VIA LAURENCE FEININGER;"32";;0;XENOS S.R.L.;"47305";
"POINT (662899.0161389 5108628.752046)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;AUTOVETTURE E AUTOVEICOLI LEGGERI NUOVI E USATI;"5070";VIA BOLZANO;48/C;AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;103;AUTO SCHIENA SOCIETÀ A RESPONSABILITÀ LIMITATA SEMPLIFICATA;"43726";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BOLZANO, 48/C"
"POINT (662930.977325835 5110793.64817574)";;NON ALIMENTARE;;"5630";VIA DELL'ORA DEL GARDA;"97";;0;DLOGIC SRL;"47031";
"POINT (663484.045533785 5106308.50003535)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;;"3507";VIA G. UNTERVEGER;"8";MATERIALE DA COSTRUZIONE;0;PAVIEXPERT S.R.L.;"43741";"MATERIALE DA COSTRUZIONE - VIA G. UNTERVEGER, 8"
"POINT (663484.045533785 5106308.50003535)";VARIE;NON ALIMENTARE;ARTICOLI PER USO DOMESTICO NCA;"3507";VIA G. UNTERVEGER;"8";VARIE;580;PAVIEXPERT S.R.L.;"43742";"VARIE - VIA G. UNTERVEGER, 8"
"POINT (662742.1378843 5109089.385063)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5102";VIA ALTO ADIGE;"11";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;14;PAOLAZZI NICOLA;"9538";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA ALTO ADIGE, 11"
"POINT (662426.180267097 5107368.17592157)";PANE E LATTE;ALIMENTARE E NON ALIMENTARE;"PASTICCERIA, DOLCIUMI, NON ALIMENTARI";"5080";VIA L. CANEPPELE;34/4;PANE E LATTE;41;LESI SERAFINA;"24556";"PANE E LATTE - VIA L. CANEPPELE, 34/4"
"POINT (664108.058619942 5105085.07092267)";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;ALIMENTARE E NON ALIMENTARE;"CAFFE' E ALTRE BEVANDE IN CAPSULA, MACCHINE CAFFE'";"400";VIA DEL BRENNERO;"140";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;125;VERO CAFFÉ NORD EST SRL;"43783";"DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI - VIA DEL BRENNERO, 140"
"POINT (663860.514542129 5105677.83625343)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"246";;0;DUESSE AUTOMOTIVE S.R.L.;"40552";
"POINT (662178.673895277 5109636.30597502)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;GIOIELLI IN METALLO NON PREGIATO (BIGIOTTERIA);"5690";VIA VIENNA;"44";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;0;COSMONILIA S.R.L.S.;"46739";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA VIENNA, 44"
"POINT (663643.153360825 5106284.69307487)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"322";;0;EPILROSE SRL;"37605";
"POINT (663544.415556071 5109974.12866211)";VARIE;ALIMENTARE E NON ALIMENTARE;T2;"8464";VIA M. PEDERZOLLI;"15";VARIE;24;PILATI MAURIZIO;"22272";"VARIE - VIA M. PEDERZOLLI, 15"
"POINT (663544.415556071 5109974.12866211)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;ALIMENTARE E NON ALIMENTARE;;"8464";VIA M. PEDERZOLLI;"15";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;24;PILATI MAURIZIO;"22272";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - VIA M. PEDERZOLLI, 15"
"POINT (663544.415556071 5109974.12866211)";GIORNALI-RIVISTE E PERIODICI;;;"8464";VIA M. PEDERZOLLI;"15";GIORNALI-RIVISTE E PERIODICI;44;PILATI MAURIZIO;"8317";"GIORNALI-RIVISTE E PERIODICI - VIA M. PEDERZOLLI, 15"
"POINT (663453.159730383 5106647.68805234)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;"CALZATURE, TESSUTI, MERCERIA";"3506";VIA G. B. TRENER;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;133;GIPSY MAN YOU AND ME S.A.S. DI SARTORI SABRINA & C.;"41760";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;80;ANDREOLLI STEFANO E ROBERTO E C. S.N.C.;"46952";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";LIBRI NUOVI;NON ALIMENTARE;"+ PRODOTTI EDITORIALI, AUDIOVISIVI, ECC.";"3506";VIA G. B. TRENER;"16";LIBRI NUOVI;128;GIUNTI AL PUNTO - S.P.A.;"46425";"LIBRI NUOVI - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ELETTRONICA- DISCHI E NASTRI VIDEO;NON ALIMENTARE;RICARICHE PER MACCHINA CAFFÈ;"3506";VIA G. B. TRENER;"16";ELETTRONICA- DISCHI E NASTRI VIDEO;1539;ELETTROCASA S.R.L.;"24664";"ELETTRONICA- DISCHI E NASTRI VIDEO - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;ALIMENTARE E NON ALIMENTARE;"SIGARETTE ELETTRONICHE, ACCESSORI, PROFUMERIA, ECC.";"3506";VIA G. B. TRENER;"16";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;14;TRIDENTVM S.R.L.S.;"41143";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;ALIMENTI CONFEZIONATI;"3506";VIA G. B. TRENER;"16";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;14;TRIDENTVM S.R.L.S.;"41143";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";;ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";;8348;CENTRO COMMERCIALE BREN CENTER-AMM. SFORZELLINI ALESSANDRO;"28572";
"POINT (663453.159730383 5106647.68805234)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;63;LO SPACCIO LIFE 120 S.R.L.;"44217";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;63;LO SPACCIO LIFE 120 S.R.L.;"44217";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";GIORNALI-RIVISTE E PERIODICI;;;"3506";VIA G. B. TRENER;"16";GIORNALI-RIVISTE E PERIODICI;103;TOLEDO ROMAS KLENSY;"43567";"GIORNALI-RIVISTE E PERIODICI - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;197;10DANCE S.R.L.S.;"42200";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;76;BLACKSUN S.R.L.S.;"41358";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";PANE E LATTE;ALIMENTARE E NON ALIMENTARE;"AFFINI, BEVANDE, PIZZA AL TAGLIO,PANINI";"3506";VIA G. B. TRENER;"16";PANE E LATTE;22;MOLETTA BEATRICE;"35643";"PANE E LATTE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;ALIMENTARE E NON ALIMENTARE;ARTICOLI PER LA PULIZIA DELLA CASA E DELLA PERSONA;"3506";VIA G. B. TRENER;"16";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;295;DM DROGERIE MARKT SRL;"40461";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI BIOLOGICI;"3506";VIA G. B. TRENER;"16";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;295;DM DROGERIE MARKT SRL;"40461";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;106;ENNAHRI MOUNIA;"36375";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";;0;ELETTROCASA S.R.L.;"32620";
"POINT (663453.159730383 5106647.68805234)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;PRODOTTI ED ACCESSORI PER ANIMALI;"3506";VIA G. B. TRENER;"16";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;420;D.M.O. PET CARE S.R.L.;"31744";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ROSTICCERIA;ALIMENTARE;PIZZA AL TAGLIO E BEVANDE;"3506";VIA G. B. TRENER;"16";ROSTICCERIA;49.6;S.M. SNC DI SMECCA MARISA & C.;"29133";"ROSTICCERIA - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;1393;OVS S.P.A.;"29076";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;1393;OVS S.P.A.;"29076";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART.CASALINGHI-CRISTALLERIE-VASELLAME;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART.CASALINGHI-CRISTALLERIE-VASELLAME;179;ICAS S.A.S. DI CASARI CARLO E CAMILLA;"25735";"ART.CASALINGHI-CRISTALLERIE-VASELLAME - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";MOBILI;NON ALIMENTARE;CUCINE E ALTRO ARREDAMENTO;"3506";VIA G. B. TRENER;"16";MOBILI;334;DELTA CENTRO STUDIO CUCINE S.R.L.;"25299";"MOBILI - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);1733;PAM PANORAMA S.P.A.;"24055";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";PRODOTTI TESSILI;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";PRODOTTI TESSILI;203;GALLIZIOLI CLAUDIO & C. SAS;"23856";"PRODOTTI TESSILI - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;196;D.M.O. - DETTAGLIO MODERNO ORGANIZZATO S.P.A.;"23236";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;58;MAZZUCCO GAETANO;"18360";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;72;PIFFER ERMINIO;"14030";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";ART.REGALO-ARTIGIANATO LOCALE;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";ART.REGALO-ARTIGIANATO LOCALE;108;MARCHESE FULVIO E MICHELE S.N.C.;"13851";"ART.REGALO-ARTIGIANATO LOCALE - VIA G. B. TRENER, 16"
"POINT (663453.159730383 5106647.68805234)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;NON ALIMENTARE;;"3506";VIA G. B. TRENER;"16";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;300;CIMADOM GIANCARLO;"10144";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - VIA G. B. TRENER, 16"
"POINT (664063.586565858 5105613.08622517)";MOBILI;NON ALIMENTARE;;"1780";VIA G. MARCONI;"4";MOBILI;750;C 3 EMME S.R.L.;"25745";"MOBILI - VIA G. MARCONI, 4"
"POINT (663772.2466568 5107311.540326)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE;VENDITA AL MINUTO DI GENERI ALIMENTARI E BIBITE;"5595";VIA DI MELTA;"32";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;48;TONINI TATIANA;"42479";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA DI MELTA, 32"
"POINT (663857.803633341 5106197.57774272)";;NON ALIMENTARE;;"2495";VIA A. PRANZELORES;"41";;0;PKTRADING S.R.L. SEMPLIFICATA;"34324";
"POINT (663722.518214432 5105907.11910774)";MOBILI;NON ALIMENTARE;"ARREDI, TESSUTI, DIVANI, ACCESSORI PER LA CASA, ECC.";"400";VIA DEL BRENNERO;"117";MOBILI;1110;ANTOLINI ARREDAMENTI S.R.L.;"40291";"MOBILI - VIA DEL BRENNERO, 117"
"POINT (663722.518214432 5105907.11910774)";MOBILI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"117";MOBILI;635;DOC TRENTO S.R.L.;"39695";"MOBILI - VIA DEL BRENNERO, 117"
"POINT (663722.518214432 5105907.11910774)";MOBILI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"117";MOBILI;635;DOC S.R.L.;"39236";"MOBILI - VIA DEL BRENNERO, 117"
"POINT (663722.518214432 5105907.11910774)";MOBILI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"117";MOBILI;543;DOC TRENTO S.R.L.;"38878";"MOBILI - VIA DEL BRENNERO, 117"
"POINT (663851.525788583 5106432.18872401)";;NON ALIMENTARE;;"1415";VIA R. GUARDINI;"6";;0;BONET EMANUELE;"46336";
"POINT (664033.129737879 5105870.06855865)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"3150";VIA DEI SOLTERI;43/8;SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);680;SAIT CONSORZIO DELLE COOPERATIVE DI CONSUMO TRENTINE S.C.A R;"23814";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA DEI SOLTERI, 43/8"
"POINT (661625.957979814 5109135.74634929)";;NON ALIMENTARE;;"5660";VIA DI SPINI;"4";;0;INDUSTRIAL CARS AUTOMOBILI S.R.L.;"39952";
"POINT (661625.957979814 5109135.74634929)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;RICAMBI PER AUTOVEICOLI;"5660";VIA DI SPINI;"4";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;150;INDUSTRIAL CARS AUTOMOBILI S.R.L.;"39953";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DI SPINI, 4"
"POINT (661625.957979814 5109135.74634929)";;NON ALIMENTARE;;"5660";VIA DI SPINI;"4";;0;CECCATO AUTOMOBILI S.P.A.;"39954";
"POINT (661625.957979814 5109135.74634929)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5660";VIA DI SPINI;"4";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;1325;CECCATO AUTOMOBILI S.P.A.;"39955";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DI SPINI, 4"
